2026-06-18 14:05:11.622674,10.0.0.2,persistent,10,512,YES
2026-06-18 14:05:12.026836,10.0.0.2,persistent,1,1024,YES
2026-06-18 14:05:12.229380,10.0.0.2,persistent,2,1024,YES
2026-06-18 14:05:12.431962,10.0.0.2,persistent,3,1024,YES
2026-06-18 14:05:12.634465,10.0.0.2,persistent,4,1024,YES
2026-06-18 14:05:12.837523,10.0.0.2,persistent,5,1024,YES
2026-06-18 14:05:13.040401,10.0.0.2,persistent,6,1024,YES
2026-06-18 14:05:13.243471,10.0.0.2,persistent,7,1024,YES
2026-06-18 14:05:13.446544,10.0.0.2,persistent,8,1024,YES
2026-06-18 14:05:13.648450,10.0.0.2,persistent,9,1024,YES
2026-06-18 14:05:13.851158,10.0.0.2,persistent,10,1024,YES
2026-06-18 14:05:14.257062,10.0.0.2,new_connection,1,128,YES
2026-06-18 14:05:14.661578,10.0.0.2,new_connection,2,128,YES
2026-06-18 14:05:15.065076,10.0.0.2,new_connection,3,128,YES
2026-06-18 14:05:15.470485,10.0.0.2,new_connection,4,128,YES
2026-06-18 14:05:15.876306,10.0.0.2,new_connection,5,128,YES
2026-06-18 14:05:16.281261,10.0.0.2,new_connection,6,128,YES
2026-06-18 14:05:16.686451,10.0.0.2,new_connection,7,128,YES
2026-06-18 14:05:17.090763,10.0.0.2,new_connection,8,128,YES
2026-06-18 14:05:17.495333,10.0.0.2,new_connection,9,128,YES
2026-06-18 14:05:17.900037,10.0.0.2,new_connection,10,128,YES
2026-06-18 14:05:18.304884,10.0.0.2,new_connection,1,512,YES
2026-06-18 14:05:18.709641,10.0.0.2,new_connection,2,512,YES
2026-06-18 14:05:19.113566,10.0.0.2,new_connection,3,512,YES
2026-06-18 14:05:19.519553,10.0.0.2,new_connection,4,512,YES
2026-06-18 14:05:19.924358,10.0.0.2,new_connection,5,512,YES
2026-06-18 14:05:20.329774,10.0.0.2,new_connection,6,512,YES
2026-06-18 14:05:20.733799,10.0.0.2,new_connection,7,512,YES
