timestamp,active_connections,messages_per_sec,avg_latency_ms,cpu_percent,memory_mb
16:19:25,0,0.0,0.0,0.0,18.23
16:19:30,0,0.0,0.0,0.0,18.23
16:19:35,0,0.0,0.0,0.0,18.23
16:19:40,0,0.0,0.0,0.0,18.23
16:19:45,0,0.0,0.0,0.0,18.23
16:19:50,0,0.0,0.0,0.0,18.23
16:19:55,0,0.0,0.0,0.0,18.23
16:20:00,0,0.0,0.0,0.0,18.23
16:20:05,0,0.0,0.0,0.0,18.23
16:20:10,0,0.0,0.0,0.0,18.23
16:20:15,0,0.0,0.0,0.0,18.23
16:20:20,0,0.0,0.0,0.0,18.23
16:20:25,0,0.0,0.0,0.0,18.23
16:20:30,0,0.0,0.0,0.0,18.23
16:20:35,0,0.0,0.0,0.0,18.23
16:20:40,0,0.0,0.0,0.0,18.23
16:20:45,0,0.0,0.0,0.5,18.23
16:20:50,0,0.0,0.0,0.46,18.23
16:20:55,0,0.0,0.0,0.42,18.23
16:21:00,0,0.0,0.0,0.38,18.23
16:21:05,0,0.0,0.0,0.35,18.23
16:21:10,0,0.0,0.0,0.32,18.23
16:21:15,0,0.0,0.0,0.29,18.23
16:21:20,0,0.0,0.0,0.27,18.23
16:21:25,0,0.0,0.0,0.24,18.23
16:21:30,0,0.0,0.0,0.22,18.23
16:21:35,0,0.0,0.0,0.2,18.23
16:21:40,0,0.0,0.0,0.19,18.23
16:21:45,0,0.0,0.0,0.17,18.23
16:21:50,0,0.0,0.0,0.16,18.23
16:21:55,0,0.0,0.0,0.14,18.23
16:22:00,0,0.0,0.0,0.13,18.23
16:22:05,0,0.0,0.0,0.12,18.23
16:22:10,0,0.0,0.0,0.1,18.23
16:22:15,0,0.0,0.0,0.09,18.23
16:22:20,0,0.0,0.0,0.09,18.23
16:22:25,0,0.0,0.0,0.08,18.23
16:22:31,0,0.0,0.0,0.07,18.23
16:22:36,0,0.0,0.0,0.56,18.23
16:22:41,0,0.0,0.0,0.52,18.23
16:22:46,0,0.0,0.0,0.48,18.23
16:22:51,0,0.0,0.0,0.44,18.23
16:22:56,0,0.0,0.0,0.4,18.23
16:23:01,0,0.0,0.0,0.37,18.23
16:23:06,0,0.0,0.0,0.34,18.23
16:23:11,0,0.0,0.0,0.31,18.23
16:23:16,0,0.0,0.0,0.28,18.23
16:23:21,0,0.0,0.0,0.26,18.23
16:23:26,0,0.0,0.0,0.23,18.23
16:23:31,0,0.0,0.0,0.21,18.23
16:23:36,0,0.0,0.0,0.2,18.23
16:23:41,0,0.0,0.0,0.18,18.24
16:23:46,0,0.0,0.0,0.16,18.24
16:23:51,0,0.0,0.0,0.15,18.24
16:23:56,0,0.0,0.0,0.13,18.24
16:24:01,0,0.0,0.0,0.12,18.24
16:24:06,0,0.0,0.0,0.11,18.24
16:24:11,0,0.0,0.0,0.1,18.24
16:24:16,0,0.0,0.0,0.09,18.24
16:24:21,0,0.0,0.0,0.08,18.24
16:24:26,0,0.0,0.0,0.58,18.24
16:24:31,0,0.0,0.0,0.53,18.24
16:24:36,0,0.0,0.0,0.49,18.24
16:24:41,0,0.0,0.0,0.45,18.24
16:24:46,0,0.0,0.0,0.41,18.24
16:24:51,0,0.0,0.0,0.38,18.24
16:24:56,0,0.0,0.0,0.34,18.24
16:25:01,0,0.0,0.0,0.31,18.24
16:25:06,0,0.0,0.0,0.29,18.24
16:25:11,0,0.0,0.0,0.26,18.24
16:25:16,0,0.0,0.0,0.24,18.24
16:25:21,0,0.0,0.0,0.22,18.24
16:25:26,0,0.0,0.0,0.2,18.24
16:25:31,0,0.0,0.0,0.18,18.24
16:25:36,0,0.0,0.0,0.17,18.24
16:25:42,0,0.0,0.0,0.15,18.24
16:25:47,0,0.0,0.0,0.14,18.24
16:25:52,0,0.0,0.0,0.13,18.24
16:25:57,0,0.0,0.0,0.11,18.24
16:26:02,0,0.0,0.0,0.1,18.24
16:26:07,0,0.0,0.0,0.09,18.24
16:26:12,0,0.0,0.0,0.09,18.24
16:26:17,0,0.0,0.0,0.08,18.24
16:26:22,0,0.0,0.0,0.07,18.24
16:26:27,0,0.0,0.0,0.06,18.24
16:26:32,0,0.0,0.0,0.05,18.24
16:26:37,0,0.0,0.0,0.05,18.24
16:26:42,0,0.0,0.0,0.04,18.24
16:26:47,0,0.0,0.0,0.04,18.24
16:26:52,0,0.0,0.0,0.03,18.24
16:26:57,0,0.0,0.0,0.03,18.24
16:27:02,0,0.0,0.0,0.03,18.24
16:27:07,0,0.0,0.0,0.02,18.24
16:27:12,0,0.0,0.0,0.02,18.24
16:27:17,0,0.0,0.0,0.02,18.24
16:27:22,0,0.0,0.0,0.02,18.24
16:27:27,0,0.0,0.0,0.01,18.24
16:27:32,0,0.0,0.0,0.01,18.24
16:27:37,0,0.0,0.0,0.01,18.24
16:27:42,0,0.0,0.0,0.0,18.24
16:27:47,0,0.0,0.0,0.0,18.24
16:27:52,0,0.0,0.0,0.0,18.24
16:27:57,0,0.0,0.0,0.5,18.24
16:28:02,0,0.0,0.0,0.46,18.24
16:28:07,0,0.0,0.0,0.42,18.24
16:28:12,0,0.0,0.0,0.38,18.24
